,buysell,datetime,exchange,filled_prx,filled_qty,symbol,symbol_base
4972,BUY,04:29.2,XXX,164.12,0.48,SOLUSD.XXX,SOL
4973,BUY,04:29.2,XXX,164.12,0.287,SOLUSD.XXX,SOL
4974,BUY,04:29.7,XXX,2431.19,1.3,ETHUSD.XXX,ETH
4975,BUY,04:29.7,XXX,2431.19,2,ETHUSD.XXX,ETH
4976,BUY,04:29.7,XXX,2431.19,0.1761,ETHUSD.XXX,ETH
4977,BUY,04:29.7,XXX,2431.19,0.3612,ETHUSD.XXX,ETH
4978,SELL,04:30.2,XXX,164.09,0.364,SOLUSD.XXX,SOL
4979,BUY,04:30.7,XXX,164.34,0.077,SOLUSDT.XXX,SOL
4980,BUY,04:30.7,XXX,164.34,3.998,SOLUSDT.XXX,SOL
4981,BUY,04:30.7,XXX,164.34,0.5,SOLUSDT.XXX,SOL
4982,BUY,04:30.7,XXX,66675.99,0.18126,BTCUSDT.XXX,BTC
4983,BUY,04:30.7,XXX,164.34,0.5,SOLUSDT.XXX,SOL
4984,BUY,04:30.7,XXX,164.34,0.5,SOLUSDT.XXX,SOL
4985,BUY,04:30.7,XXX,164.34,0.5,SOLUSDT.XXX,SOL
4986,BUY,04:30.7,XXX,164.34,0.5,SOLUSDT.XXX,SOL
4987,BUY,04:30.8,XXX,66675.99,0.31874,BTCUSDT.XXX,BTC
4988,BUY,04:30.8,XXX,164.34,0.48,SOLUSDT.XXX,SOL
4989,BUY,04:30.8,YYY,66674.23,0.00344,BTCUSDT.YYY,BTC
4990,BUY,04:30.8,XXX,164.34,0.945,SOLUSDT.XXX,SOL
4991,BUY,04:30.9,YYY,66674.23,0.01088,BTCUSDT.YYY,BTC
4992,SELL,04:31.0,XXX,2430.61,2.0003,ETHUSD.XXX,ETH
4993,SELL,04:31.0,XXX,2434.73,2.0001,ETHUSDT.XXX,ETH
4994,SELL,04:31.0,XXX,2434.73,1.3999,ETHUSDT.XXX,ETH
4995,SELL,04:31.0,YYY,2434.58,2.511,ETHUSDT.YYY,ETH
4996,SELL,04:31.0,XXX,164.06,0.129,SOLUSD.XXX,SOL
4997,SELL,04:31.0,XXX,164.06,0.287,SOLUSD.XXX,SOL
4998,SELL,04:31.0,XXX,164.06,2.46,SOLUSD.XXX,SOL
4999,SELL,04:31.0,XXX,164.06,0.48,SOLUSD.XXX,SOL
5000,SELL,04:31.0,XXX,164.06,1.638,SOLUSD.XXX,SOL
5001,SELL,04:31.0,XXX,164.06,0.481,SOLUSD.XXX,SOL
5002,SELL,04:31.0,XXX,164.06,1.368,SOLUSD.XXX,SOL
5003,SELL,04:31.0,XXX,164.06,0.48,SOLUSD.XXX,SOL
5004,SELL,04:31.0,XXX,164.06,0.338,SOLUSD.XXX,SOL
5005,SELL,04:31.0,XXX,164.06,0.246,SOLUSD.XXX,SOL
5006,BUY,04:31.2,YYY,66674.23,0.049,BTCUSDT.YYY,BTC
5007,BUY,04:31.2,YYY,66674.23,0.12075,BTCUSDT.YYY,BTC
5008,BUY,04:31.4,XXX,2434.89,1.3997,ETHUSDT.XXX,ETH
5009,BUY,04:31.4,XXX,2430.79,1.2997,ETHUSD.XXX,ETH
5010,BUY,04:31.4,XXX,2434.89,1.9996,ETHUSDT.XXX,ETH
5011,BUY,04:31.4,XXX,164.06,0.48,SOLUSD.XXX,SOL
5012,BUY,04:31.4,XXX,164.06,1.2,SOLUSD.XXX,SOL
5013,BUY,04:31.4,XXX,66671.99,0.5,BTCUSDT.XXX,BTC
5014,BUY,04:31.4,XXX,164.06,0.481,SOLUSD.XXX,SOL
5015,BUY,04:31.4,XXX,164.06,0.999,SOLUSD.XXX,SOL
5016,BUY,04:31.6,XXX,164.05,1.2,SOLUSD.XXX,SOL
5017,BUY,04:31.6,XXX,164.05,1,SOLUSD.XXX,SOL
5018,SELL,04:31.7,XXX,2430.61,2.0003,ETHUSD.XXX,ETH
5019,SELL,04:31.7,XXX,2430.61,1.2999,ETHUSD.XXX,ETH
5020,SELL,04:31.7,XXX,2430.61,1.0002,ETHUSD.XXX,ETH
5021,BUY,04:32.4,XXX,164.05,1.2,SOLUSD.XXX,SOL
5022,BUY,04:32.4,XXX,164.05,1,SOLUSD.XXX,SOL
5023,BUY,04:32.5,XXX,2434.48,0.7169,ETHUSDT.XXX,ETH
5024,BUY,04:32.5,XXX,2434.48,0.8,ETHUSDT.XXX,ETH
5025,BUY,04:32.5,XXX,2434.48,1.1386,ETHUSDT.XXX,ETH
5026,BUY,04:32.5,XXX,2434.48,0.0614,ETHUSDT.XXX,ETH
5027,BUY,04:32.5,XXX,164.3,0.5,SOLUSDT.XXX,SOL
5028,BUY,04:32.5,XXX,164.3,0.6,SOLUSDT.XXX,SOL
5029,BUY,04:32.8,XXX,164.29,0.5,SOLUSDT.XXX,SOL
5030,BUY,04:33.0,XXX,2430.39,2,ETHUSD.XXX,ETH
5031,BUY,04:33.3,XXX,2430.12,2,ETHUSD.XXX,ETH
5032,SELL,04:33.6,XXX,2430.03,1.2999,ETHUSD.XXX,ETH
5033,BUY,04:33.7,XXX,164.28,0.5,SOLUSDT.XXX,SOL
5034,BUY,04:33.7,XXX,164.28,0.6,SOLUSDT.XXX,SOL
5035,BUY,04:33.7,XXX,164.27,0.448,SOLUSDT.XXX,SOL
5036,BUY,04:34.6,XXX,2429.99,8.6787,ETHUSD.XXX,ETH
5037,BUY,04:34.7,XXX,164.25,0.496,SOLUSDT.XXX,SOL
5038,SELL,04:34.8,XXX,2433.94,0.9999,ETHUSDT.XXX,ETH
5039,SELL,04:34.8,XXX,2429.79,2.0003,ETHUSD.XXX,ETH
5040,SELL,04:34.8,XXX,2429.79,1.0001,ETHUSD.XXX,ETH
5041,SELL,04:34.8,XXX,2429.79,2.0003,ETHUSD.XXX,ETH
5042,SELL,04:34.8,XXX,2429.79,1.2999,ETHUSD.XXX,ETH
5043,SELL,04:34.8,XXX,2434.05,2.0002,ETHUSDT.XXX,ETH
5044,SELL,04:34.8,XXX,2429.79,2.6993,ETHUSD.XXX,ETH
5045,SELL,04:34.8,XXX,2429.79,1.0001,ETHUSD.XXX,ETH
5046,SELL,04:34.8,XXX,2434.05,1.4002,ETHUSDT.XXX,ETH
5047,SELL,04:34.8,XXX,2434.05,2.0003,ETHUSDT.XXX,ETH
5048,SELL,04:34.8,XXX,0.49965,755,XRPUSDT.XXX,XRP
5049,SELL,04:34.8,XXX,0.49965,809,XRPUSDT.XXX,XRP
5050,SELL,04:34.8,XXX,164.26,0.6,SOLUSDT.XXX,SOL
5051,SELL,04:34.9,XXX,0.49965,194,XRPUSDT.XXX,XRP
5052,SELL,04:34.9,XXX,0.49965,37,XRPUSDT.XXX,XRP
5053,SELL,04:34.9,XXX,0.49878,79,XRPUSD.XXX,XRP
5054,SELL,04:34.9,XXX,0.49878,73,XRPUSD.XXX,XRP
5055,BUY,04:35.0,XXX,2429.98,1.9996,ETHUSD.XXX,ETH
5056,BUY,04:35.0,XXX,2429.98,0.5997,ETHUSD.XXX,ETH
5057,BUY,04:35.7,XXX,2434.05,10,ETHUSDT.XXX,ETH
5058,BUY,04:35.7,XXX,2429.7,0.201,ETHUSD.XXX,ETH
5059,BUY,04:35.7,XXX,163.96,0.999,SOLUSD.XXX,SOL
5060,BUY,04:35.7,XXX,163.96,1.199,SOLUSD.XXX,SOL
5061,BUY,04:35.8,XXX,163.96,0.48,SOLUSD.XXX,SOL
5062,BUY,04:35.8,XXX,164.23,0.6,SOLUSDT.XXX,SOL
5063,BUY,04:35.8,XXX,164.23,4.356,SOLUSDT.XXX,SOL
5064,BUY,04:35.8,XXX,0.49957,789,XRPUSDT.XXX,XRP
5065,BUY,04:35.8,XXX,163.96,2.62,SOLUSD.XXX,SOL
5066,BUY,04:35.8,XXX,0.49957,1002,XRPUSDT.XXX,XRP
5067,BUY,04:35.8,XXX,0.49957,4,XRPUSDT.XXX,XRP
5068,BUY,04:35.8,XXX,0.49868,9,XRPUSD.XXX,XRP
5069,BUY,04:35.8,XXX,0.49868,143,XRPUSD.XXX,XRP
5070,BUY,04:35.9,XXX,2429.06,1.9998,ETHUSD.XXX,ETH
5071,SELL,04:37.0,XXX,2432.63,1.4999,ETHUSDT.XXX,ETH
5072,SELL,04:37.0,XXX,2428.61,1.2999,ETHUSD.XXX,ETH
5073,SELL,04:37.0,XXX,164.14,0.149,SOLUSDT.XXX,SOL
5074,SELL,04:37.0,XXX,2432.63,1.3999,ETHUSDT.XXX,ETH
5075,SELL,04:37.1,XXX,164.14,8,SOLUSDT.XXX,SOL
5076,SELL,04:37.1,YYY,2432.57,3.4158,ETHUSDT.YYY,ETH
5077,SELL,04:37.1,XXX,2432.63,7.1002,ETHUSDT.XXX,ETH
5078,SELL,04:37.1,XXX,2428.61,8.7001,ETHUSD.XXX,ETH
5079,SELL,04:37.1,XXX,0.49859,2000,XRPUSD.XXX,XRP
5080,SELL,04:37.1,XXX,0.49943,2000,XRPUSDT.XXX,XRP
5081,SELL,04:37.1,XXX,0.49943,2000,XRPUSDT.XXX,XRP
5082,SELL,04:37.1,XXX,163.88,8,SOLUSD.XXX,SOL
5083,BUY,04:37.6,XXX,2428.82,0.4998,ETHUSD.XXX,ETH
5084,BUY,04:37.6,XXX,2428.82,1.2997,ETHUSD.XXX,ETH
5085,BUY,04:37.6,XXX,2428.82,0.8998,ETHUSD.XXX,ETH
5086,BUY,04:37.6,XXX,2428.82,1.4997,ETHUSD.XXX,ETH
5087,BUY,04:37.6,XXX,2428.82,1.1997,ETHUSD.XXX,ETH
5088,BUY,04:37.6,XXX,2432.94,1.5,ETHUSDT.XXX,ETH
5089,BUY,04:37.6,XXX,2432.94,1.3,ETHUSDT.XXX,ETH
5090,BUY,04:37.6,XXX,2432.94,1.3996,ETHUSDT.XXX,ETH
5091,BUY,04:37.6,XXX,2432.94,0.8,ETHUSDT.XXX,ETH
5092,BUY,04:37.6,XXX,2432.94,1.9996,ETHUSDT.XXX,ETH
5093,BUY,04:37.6,XXX,2432.94,0.9,ETHUSDT.XXX,ETH
5094,BUY,04:37.6,XXX,163.88,1.2,SOLUSD.XXX,SOL
5095,BUY,04:37.6,XXX,163.88,1,SOLUSD.XXX,SOL
5096,BUY,04:37.7,XXX,2432.94,0.0008,ETHUSDT.XXX,ETH
5097,BUY,04:37.7,XXX,2432.94,0.8,ETHUSDT.XXX,ETH
5098,BUY,04:37.7,XXX,2432.94,1.3,ETHUSDT.XXX,ETH
5099,BUY,04:38.1,XXX,164.14,0.499,SOLUSDT.XXX,SOL
5100,BUY,04:38.1,XXX,164.14,0.599,SOLUSDT.XXX,SOL
5101,BUY,04:38.1,XXX,163.85,0.914,SOLUSD.XXX,SOL
5102,BUY,04:38.1,XXX,163.85,1.2,SOLUSD.XXX,SOL
5103,BUY,04:38.1,XXX,2428.59,2,ETHUSD.XXX,ETH
5104,BUY,04:38.1,XXX,2428.59,5.3494,ETHUSD.XXX,ETH
5105,BUY,04:38.1,XXX,2428.59,2.1229,ETHUSD.XXX,ETH
5106,BUY,04:38.1,XXX,2428.59,0.3289,ETHUSD.XXX,ETH
5107,BUY,04:38.1,XXX,0.49857,812,XRPUSD.XXX,XRP
5108,BUY,04:38.1,XXX,0.49853,803,XRPUSD.XXX,XRP
5109,BUY,04:38.1,XXX,164.13,0.5,SOLUSDT.XXX,SOL
5110,SELL,04:38.5,YYY,2432.2,2.8998,ETHUSDT.YYY,ETH
5111,SELL,04:38.5,XXX,2432.35,1.3999,ETHUSDT.XXX,ETH
5112,SELL,04:38.5,XXX,2428.23,1.9999,ETHUSD.XXX,ETH
5113,SELL,04:38.5,XXX,2432.35,1.9999,ETHUSDT.XXX,ETH
5114,SELL,04:38.5,XXX,2428.23,1.2999,ETHUSD.XXX,ETH
5115,SELL,04:38.5,XXX,2432.35,0.7999,ETHUSDT.XXX,ETH
5116,SELL,04:38.5,XXX,2432.35,0.8999,ETHUSDT.XXX,ETH
5117,SELL,04:38.5,XXX,2432.35,1.4999,ETHUSDT.XXX,ETH
5118,SELL,04:38.5,XXX,2432.35,1.2999,ETHUSDT.XXX,ETH
5119,SELL,04:38.5,XXX,2428.23,1.0001,ETHUSD.XXX,ETH
5120,SELL,04:38.5,XXX,2428.23,1.1999,ETHUSD.XXX,ETH
5121,SELL,04:38.5,XXX,2428.23,0.4999,ETHUSD.XXX,ETH
5122,SELL,04:38.5,XXX,2428.23,4.0003,ETHUSD.XXX,ETH
5123,SELL,04:38.9,XXX,2428.51,1.3002,ETHUSD.XXX,ETH
5124,SELL,04:38.9,XXX,2428.51,6.6995,ETHUSD.XXX,ETH
5125,SELL,04:38.9,XXX,2428.51,2.0003,ETHUSD.XXX,ETH
5126,SELL,04:38.9,XXX,2432.75,1.3001,ETHUSDT.XXX,ETH
5127,SELL,04:38.9,XXX,2432.75,1.5003,ETHUSDT.XXX,ETH
5128,SELL,04:38.9,XXX,2432.75,0.9001,ETHUSDT.XXX,ETH
5129,SELL,04:38.9,XXX,2432.75,0.8001,ETHUSDT.XXX,ETH
5130,SELL,04:38.9,XXX,164.15,0.625,SOLUSDT.XXX,SOL
5131,SELL,04:38.9,XXX,164.15,2.001,SOLUSDT.XXX,SOL
5132,SELL,04:38.9,XXX,163.85,2.227,SOLUSD.XXX,SOL
5133,SELL,04:38.9,XXX,163.85,5.304,SOLUSD.XXX,SOL
5134,SELL,04:38.9,XXX,163.85,0.469,SOLUSD.XXX,SOL
5135,SELL,04:38.9,XXX,0.49851,1,XRPUSD.XXX,XRP
5136,SELL,04:38.9,XXX,0.49851,529,XRPUSD.XXX,XRP
5137,SELL,04:38.9,XXX,0.49851,529,XRPUSD.XXX,XRP
5138,SELL,04:38.9,XXX,0.49851,73,XRPUSD.XXX,XRP
5139,SELL,04:38.9,XXX,0.49851,73,XRPUSD.XXX,XRP
5140,SELL,04:38.9,XXX,0.49851,74,XRPUSD.XXX,XRP
5141,SELL,04:38.9,XXX,0.49851,76,XRPUSD.XXX,XRP
5142,SELL,04:38.9,XXX,0.49851,12,XRPUSD.XXX,XRP
5143,SELL,04:38.9,XXX,66627.93,0.5,BTCUSDT.XXX,BTC
5144,SELL,04:39.0,XXX,0.49851,34,XRPUSD.XXX,XRP
5145,SELL,04:39.0,XXX,164.16,1.376,SOLUSDT.XXX,SOL
5146,SELL,04:39.0,XXX,164.16,0.6,SOLUSDT.XXX,SOL
5147,SELL,04:39.0,XXX,163.9,0.165,SOLUSD.XXX,SOL
5148,SELL,04:39.0,XXX,163.9,1.2,SOLUSD.XXX,SOL
5149,SELL,04:39.0,XXX,0.49851,73,XRPUSD.XXX,XRP
5150,SELL,04:39.0,XXX,0.49851,266,XRPUSD.XXX,XRP
5151,SELL,04:39.0,XXX,0.49851,38,XRPUSD.XXX,XRP
5152,SELL,04:39.0,XXX,164.17,0.35,SOLUSDT.XXX,SOL
5153,SELL,04:39.0,XXX,164.17,0.25,SOLUSDT.XXX,SOL
5154,SELL,04:39.1,XXX,0.49851,29,XRPUSD.XXX,XRP
5155,SELL,04:39.1,XXX,0.49851,54,XRPUSD.XXX,XRP
5156,SELL,04:39.1,XXX,0.49851,12,XRPUSD.XXX,XRP
5157,SELL,04:39.5,XXX,0.49861,1742,XRPUSD.XXX,XRP
5158,SELL,04:39.8,XXX,66638.21,0.19255,BTCUSDT.XXX,BTC
5159,BUY,04:40.2,XXX,164.2,0.2,SOLUSDT.XXX,SOL
5160,BUY,04:40.2,XXX,2433.52,1.4996,ETHUSDT.XXX,ETH
5161,BUY,04:40.2,XXX,163.93,1.198,SOLUSD.XXX,SOL
5162,BUY,04:40.2,XXX,163.93,0.999,SOLUSD.XXX,SOL
5163,BUY,04:40.2,XXX,2429.39,0.4998,ETHUSD.XXX,ETH
5164,BUY,04:40.2,XXX,2429.39,1.2997,ETHUSD.XXX,ETH
5165,BUY,04:40.2,XXX,2429.39,0.7996,ETHUSD.XXX,ETH
5166,BUY,04:40.2,XXX,2429.39,1.1998,ETHUSD.XXX,ETH
5167,BUY,04:40.2,XXX,2429.39,1.7292,ETHUSD.XXX,ETH
5168,BUY,04:40.2,XXX,2429.39,0.8998,ETHUSD.XXX,ETH
5169,BUY,04:40.2,XXX,163.93,1.911,SOLUSD.XXX,SOL
5170,BUY,04:40.2,XXX,2429.39,0.0357,ETHUSD.XXX,ETH
5171,BUY,04:40.2,XXX,2429.39,0.1919,ETHUSD.XXX,ETH
5172,BUY,04:40.2,XXX,2429.39,0.0428,ETHUSD.XXX,ETH
5173,BUY,04:40.2,XXX,164.2,0.3,SOLUSDT.XXX,SOL
5174,BUY,04:40.7,XXX,2429.39,0.3017,ETHUSD.XXX,ETH
5175,BUY,04:40.7,XXX,2429.39,1.2,ETHUSD.XXX,ETH
5176,BUY,04:40.7,XXX,2429.39,0.5,ETHUSD.XXX,ETH
5177,BUY,04:40.7,XXX,2429.39,1.3,ETHUSD.XXX,ETH
5178,BUY,04:40.7,XXX,163.93,2.919,SOLUSD.XXX,SOL
5179,BUY,04:40.7,XXX,2433.45,0.0045,ETHUSDT.XXX,ETH
5180,BUY,04:40.7,XXX,2433.45,0.0607,ETHUSDT.XXX,ETH
5181,BUY,04:40.7,XXX,163.93,0.073,SOLUSD.XXX,SOL
5182,BUY,04:40.7,XXX,163.93,0.048,SOLUSD.XXX,SOL
5183,BUY,04:40.8,XXX,2433.45,1.3997,ETHUSDT.XXX,ETH
5184,BUY,04:40.8,XXX,164.2,0.24,SOLUSDT.XXX,SOL
5185,BUY,04:40.8,XXX,163.93,0.852,SOLUSD.XXX,SOL
5186,BUY,04:41.1,XXX,2433.45,0.8598,ETHUSDT.XXX,ETH
5187,SELL,04:42.1,XXX,163.93,0.163,SOLUSD.XXX,SOL
5188,SELL,04:42.1,XXX,163.93,1.199,SOLUSD.XXX,SOL
5189,SELL,04:42.1,XXX,163.93,0.539,SOLUSD.XXX,SOL
5190,SELL,04:42.1,XXX,163.93,0.48,SOLUSD.XXX,SOL
5191,SELL,04:42.1,XXX,163.93,0.17,SOLUSD.XXX,SOL
5192,SELL,04:42.2,XXX,163.93,1,SOLUSD.XXX,SOL
5193,SELL,04:42.2,XXX,163.93,1.2,SOLUSD.XXX,SOL
5194,SELL,04:42.3,XXX,2429.42,1.3002,ETHUSD.XXX,ETH
5195,SELL,04:42.3,XXX,2429.42,2.0003,ETHUSD.XXX,ETH
5196,SELL,04:42.3,XXX,2429.42,1.4999,ETHUSD.XXX,ETH
5197,SELL,04:42.3,XXX,2429.42,1.0002,ETHUSD.XXX,ETH
5198,SELL,04:42.3,XXX,2429.42,1.1999,ETHUSD.XXX,ETH
5199,SELL,04:42.3,XXX,2429.42,0.8999,ETHUSD.XXX,ETH
5200,SELL,04:42.3,XXX,2429.42,0.4999,ETHUSD.XXX,ETH
5201,SELL,04:42.4,XXX,66644.83,0.30745,BTCUSDT.XXX,BTC
5202,SELL,04:42.5,XXX,2433.84,0.3348,ETHUSDT.XXX,ETH
5203,SELL,04:42.5,XXX,2433.84,0.9002,ETHUSDT.XXX,ETH
5204,SELL,04:42.5,XXX,2433.84,0.4653,ETHUSDT.XXX,ETH
5205,SELL,04:42.5,XXX,2433.84,1.4002,ETHUSDT.XXX,ETH
5206,SELL,04:42.5,XXX,2433.84,2.0003,ETHUSDT.XXX,ETH
5207,SELL,04:42.5,XXX,2433.84,1.5002,ETHUSDT.XXX,ETH
5208,SELL,04:42.5,XXX,2433.84,0.3002,ETHUSDT.XXX,ETH
5209,SELL,04:42.5,XXX,163.97,1,SOLUSD.XXX,SOL
5210,SELL,04:42.5,XXX,163.97,1.2,SOLUSD.XXX,SOL
5211,SELL,04:42.5,XXX,164.26,0.205,SOLUSDT.XXX,SOL
5212,SELL,04:42.5,XXX,164.26,0.003,SOLUSDT.XXX,SOL
5213,SELL,04:42.6,XXX,66538.56,0.00317,BTCUSD.XXX,BTC
5214,SELL,04:42.6,XXX,66538.56,0.00901,BTCUSD.XXX,BTC
5215,SELL,04:42.6,XXX,66538.56,0.00451,BTCUSD.XXX,BTC
5216,BUY,04:42.7,XXX,2434.22,1.9996,ETHUSDT.XXX,ETH
5217,BUY,04:42.7,XXX,2430.19,1.2996,ETHUSD.XXX,ETH
5218,BUY,04:42.7,XXX,2434.22,1.3997,ETHUSDT.XXX,ETH
5219,BUY,04:42.7,XXX,2434.22,1.4996,ETHUSDT.XXX,ETH
5220,BUY,04:42.7,XXX,2430.19,1.2997,ETHUSD.XXX,ETH
5221,BUY,04:42.7,XXX,2430.19,0.8997,ETHUSD.XXX,ETH
5222,BUY,04:42.7,XXX,2430.19,2.7332,ETHUSD.XXX,ETH
5223,BUY,04:42.7,XXX,2430.19,0.4998,ETHUSD.XXX,ETH
5224,BUY,04:42.7,XXX,2434.22,0.8998,ETHUSDT.XXX,ETH
5225,BUY,04:42.7,XXX,164.25,0.5,SOLUSDT.XXX,SOL
5226,BUY,04:42.7,XXX,2430.19,1.1997,ETHUSD.XXX,ETH
5227,BUY,04:42.7,XXX,164.25,0.598,SOLUSDT.XXX,SOL
5228,BUY,04:42.7,XXX,2430.19,1.4997,ETHUSD.XXX,ETH
5229,BUY,04:42.7,XXX,2430.19,0.5686,ETHUSD.XXX,ETH
5230,BUY,04:42.7,XXX,2434.22,0.7998,ETHUSDT.XXX,ETH
5231,BUY,04:42.7,XXX,2434.22,1.2998,ETHUSDT.XXX,ETH
5232,BUY,04:42.7,XXX,0.49884,76,XRPUSD.XXX,XRP
5233,BUY,04:42.7,XXX,0.49884,21,XRPUSD.XXX,XRP
5234,BUY,04:42.7,XXX,0.49884,102,XRPUSD.XXX,XRP
5235,BUY,04:42.8,XXX,164.25,0.18,SOLUSDT.XXX,SOL
5236,BUY,04:42.8,XXX,163.97,0.031,SOLUSD.XXX,SOL
5237,BUY,04:42.8,XXX,164.25,0.28,SOLUSDT.XXX,SOL
5238,BUY,04:42.8,XXX,163.97,0.48,SOLUSD.XXX,SOL
5239,BUY,04:42.8,XXX,163.97,5.323,SOLUSD.XXX,SOL
5240,BUY,04:42.8,XXX,163.97,1.405,SOLUSD.XXX,SOL
5241,BUY,04:42.8,XXX,164.25,6.408,SOLUSDT.XXX,SOL
5242,BUY,04:42.8,XXX,163.97,0.031,SOLUSD.XXX,SOL
5243,BUY,04:42.8,XXX,164.25,0.034,SOLUSDT.XXX,SOL
5244,BUY,04:42.8,XXX,163.97,0.032,SOLUSD.XXX,SOL
5245,BUY,04:42.8,XXX,163.97,0.049,SOLUSD.XXX,SOL
5246,BUY,04:42.8,XXX,163.97,0.593,SOLUSD.XXX,SOL
5247,BUY,04:42.8,XXX,163.97,0.056,SOLUSD.XXX,SOL
5248,BUY,04:42.9,XXX,0.49884,1801,XRPUSD.XXX,XRP
5249,BUY,04:43.0,XXX,2429.79,1.3,ETHUSD.XXX,ETH
5250,BUY,04:43.0,XXX,2429.79,0.901,ETHUSD.XXX,ETH
5251,BUY,04:43.0,XXX,66656.02,0.3583,BTCUSDT.XXX,BTC
5252,BUY,04:43.0,XXX,66656.02,0.1417,BTCUSDT.XXX,BTC
5253,BUY,04:43.0,YYY,2433.89,7.5786,ETHUSDT.YYY,ETH
5254,BUY,04:43.0,XXX,2433.62,0.8998,ETHUSDT.XXX,ETH
5255,BUY,04:43.0,XXX,2433.62,1.5,ETHUSDT.XXX,ETH
5256,BUY,04:43.0,XXX,2433.62,0.8,ETHUSDT.XXX,ETH
5257,BUY,04:43.0,XXX,2433.62,1.3,ETHUSDT.XXX,ETH
5258,BUY,04:43.0,XXX,66656.01,0.5,BTCUSDT.XXX,BTC
5259,BUY,04:43.0,XXX,0.49877,72,XRPUSD.XXX,XRP
5260,BUY,04:43.0,YYY,66650.99,0.01669,BTCUSDT.YYY,BTC
5261,BUY,04:43.0,XXX,0.49877,221,XRPUSD.XXX,XRP
5262,BUY,04:43.0,XXX,0.49877,73,XRPUSD.XXX,XRP
5263,SELL,04:43.6,XXX,2429.45,5,ETHUSD.XXX,ETH
5264,BUY,04:44.1,XXX,2429.39,0.8249,ETHUSD.XXX,ETH
5265,SELL,04:44.2,XXX,2433.28,1.9999,ETHUSDT.XXX,ETH
5266,SELL,04:44.2,XXX,2433.28,0.1894,ETHUSDT.XXX,ETH
5267,SELL,04:44.2,XXX,2433.28,0.1937,ETHUSDT.XXX,ETH
5268,SELL,04:44.8,XXX,2429.49,0.765,ETHUSD.XXX,ETH
5269,SELL,04:44.9,XXX,2429.5,0.7653,ETHUSD.XXX,ETH
5270,SELL,04:44.9,XXX,66645.69,0.28273,BTCUSDT.XXX,BTC
5271,SELL,04:44.9,XXX,2429.5,8.0953,ETHUSD.XXX,ETH
5272,SELL,04:44.9,XXX,66645.69,0.21727,BTCUSDT.XXX,BTC
5273,SELL,04:44.9,XXX,2433.57,0.8999,ETHUSDT.XXX,ETH
5274,SELL,04:44.9,XXX,2433.57,1.4002,ETHUSDT.XXX,ETH
5275,SELL,04:44.9,XXX,2433.57,1.2999,ETHUSDT.XXX,ETH
5276,SELL,04:44.9,XXX,2433.57,1.4999,ETHUSDT.XXX,ETH
5277,SELL,04:44.9,XXX,2433.57,0.8001,ETHUSDT.XXX,ETH
5278,SELL,04:44.9,XXX,2433.57,4.1,ETHUSDT.XXX,ETH
5279,SELL,04:44.9,XXX,164.19,0.599,SOLUSDT.XXX,SOL
5280,SELL,04:44.9,XXX,163.92,1,SOLUSD.XXX,SOL
5281,SELL,04:44.9,XXX,163.92,1.2,SOLUSD.XXX,SOL
5282,SELL,04:44.9,XXX,164.19,0.6,SOLUSDT.XXX,SOL
5283,SELL,04:44.9,XXX,164.19,0.036,SOLUSDT.XXX,SOL
5284,SELL,04:45.5,XXX,164.19,0.6,SOLUSDT.XXX,SOL
5285,SELL,04:45.6,XXX,163.92,1.2,SOLUSD.XXX,SOL
5286,SELL,04:45.6,XXX,164.19,0.6,SOLUSDT.XXX,SOL
5287,SELL,04:45.6,XXX,163.92,1,SOLUSD.XXX,SOL
5288,SELL,04:45.6,XXX,164.19,0.641,SOLUSDT.XXX,SOL
5289,SELL,04:45.6,XXX,164.19,0.6,SOLUSDT.XXX,SOL
5290,SELL,04:45.6,XXX,164.19,0.083,SOLUSDT.XXX,SOL
5291,SELL,04:45.6,XXX,164.19,0.276,SOLUSDT.XXX,SOL
5292,SELL,04:45.9,XXX,164.19,0.6,SOLUSDT.XXX,SOL
5293,BUY,04:45.9,XXX,2433.86,1.3997,ETHUSDT.XXX,ETH
5294,BUY,04:45.9,XXX,2433.86,1.9996,ETHUSDT.XXX,ETH
5295,BUY,04:45.9,XXX,2433.86,2,ETHUSDT.XXX,ETH
5296,BUY,04:46.0,XXX,2433.86,0.9998,ETHUSDT.XXX,ETH
5297,BUY,04:46.1,XXX,2433.64,1.4997,ETHUSDT.XXX,ETH
5298,BUY,04:46.1,XXX,2433.64,1.9999,ETHUSDT.XXX,ETH
5299,BUY,04:46.1,XXX,2433.64,0.7998,ETHUSDT.XXX,ETH
5300,BUY,04:46.1,XXX,2433.64,1.4,ETHUSDT.XXX,ETH
5301,BUY,04:46.1,XXX,2433.64,0.8998,ETHUSDT.XXX,ETH
5302,SELL,04:46.3,XXX,164.19,0.6,SOLUSDT.XXX,SOL
5303,SELL,04:46.6,XXX,2433.63,1.3999,ETHUSDT.XXX,ETH
5304,SELL,04:46.6,XXX,2433.63,1.9999,ETHUSDT.XXX,ETH
5305,SELL,04:46.6,XXX,163.93,1.2,SOLUSD.XXX,SOL
5306,SELL,04:46.6,XXX,163.93,1,SOLUSD.XXX,SOL
5307,SELL,04:46.6,XXX,2433.63,1.4998,ETHUSDT.XXX,ETH
5308,SELL,04:46.6,XXX,2433.63,0.8999,ETHUSDT.XXX,ETH
5309,SELL,04:46.6,XXX,2433.63,0.7999,ETHUSDT.XXX,ETH
