,buysell,datetime,exchange,filled_prx,filled_qty,symbol,symbol_base
0,BUY,00:00.8,XXX,2440.7,1.5,ETHUSDT.XXX,ETH
1,BUY,00:00.8,XXX,2440.7,1.3,ETHUSDT.XXX,ETH
2,BUY,00:00.8,XXX,2440.7,0.9,ETHUSDT.XXX,ETH
3,BUY,00:00.8,XXX,2440.7,1.4,ETHUSDT.XXX,ETH
4,BUY,00:00.8,XXX,2440.7,0.8,ETHUSDT.XXX,ETH
5,BUY,00:00.8,XXX,2440.7,4.1,ETHUSDT.XXX,ETH
6,BUY,00:00.9,XXX,66694.09,0.5,BTCUSDT.XXX,BTC
7,BUY,00:00.9,XXX,0.50229,810,XRPUSDT.XXX,XRP
8,BUY,00:00.9,XXX,0.50229,500,XRPUSDT.XXX,XRP
9,BUY,00:00.9,XXX,0.50229,191,XRPUSDT.XXX,XRP
10,BUY,00:00.9,XXX,0.50229,499,XRPUSDT.XXX,XRP
11,SELL,00:00.9,XXX,164.59,0.001,SOLUSD.XXX,SOL
12,SELL,00:00.9,XXX,66690.45,0.00074,BTCUSDT.XXX,BTC
13,SELL,00:00.9,XXX,2440.28,1.9998,ETHUSDT.XXX,ETH
14,SELL,00:01.0,XXX,2440.41,0.7177,ETHUSDT.XXX,ETH
15,SELL,00:01.0,XXX,2440.41,0.8999,ETHUSDT.XXX,ETH
16,SELL,00:01.2,YYY,2440.38,0.0035,ETHUSDT.YYY,ETH
17,SELL,00:01.3,YYY,2440.38,0.0122,ETHUSDT.YYY,ETH
18,SELL,00:01.3,YYY,2440.38,0.0708,ETHUSDT.YYY,ETH
19,SELL,00:01.3,YYY,2440.38,0.0708,ETHUSDT.YYY,ETH
20,SELL,00:01.3,YYY,2440.38,0.0685,ETHUSDT.YYY,ETH
21,SELL,00:01.4,YYY,2440.38,0.0071,ETHUSDT.YYY,ETH
22,SELL,00:01.4,YYY,2440.38,0.1407,ETHUSDT.YYY,ETH
23,SELL,00:01.4,YYY,2440.38,0.0082,ETHUSDT.YYY,ETH
24,SELL,00:01.4,YYY,2440.38,0.0439,ETHUSDT.YYY,ETH
25,SELL,00:01.4,YYY,2440.38,0.0082,ETHUSDT.YYY,ETH
26,SELL,00:01.4,YYY,2440.38,0.0634,ETHUSDT.YYY,ETH
27,SELL,00:01.4,YYY,2440.38,0.0053,ETHUSDT.YYY,ETH
28,SELL,00:01.4,YYY,2440.38,0.0045,ETHUSDT.YYY,ETH
29,SELL,00:01.5,YYY,2440.38,0.0097,ETHUSDT.YYY,ETH
30,SELL,00:01.6,YYY,2440.38,0.0106,ETHUSDT.YYY,ETH
31,SELL,00:01.7,YYY,2440.38,0.0071,ETHUSDT.YYY,ETH
32,SELL,00:01.8,YYY,2440.38,0.0096,ETHUSDT.YYY,ETH
33,BUY,00:01.9,XXX,2440.65,0.6982,ETHUSDT.XXX,ETH
34,BUY,00:01.9,XXX,2440.65,1.2997,ETHUSDT.XXX,ETH
35,BUY,00:01.9,XXX,2440.65,0.7998,ETHUSDT.XXX,ETH
36,BUY,00:01.9,XXX,2440.65,1.3997,ETHUSDT.XXX,ETH
37,BUY,00:01.9,XXX,2440.65,1.4997,ETHUSDT.XXX,ETH
38,SELL,00:02.1,YYY,2440.38,0.0097,ETHUSDT.YYY,ETH
39,SELL,00:02.2,YYY,2440.38,0.0072,ETHUSDT.YYY,ETH
40,SELL,00:02.3,XXX,2436.02,0.0187,ETHUSD.XXX,ETH
41,SELL,00:02.3,XXX,2436.02,1.0002,ETHUSD.XXX,ETH
42,SELL,00:02.3,YYY,2440.38,0.4665,ETHUSDT.YYY,ETH
43,SELL,00:02.4,YYY,2440.38,0.0211,ETHUSDT.YYY,ETH
44,SELL,00:02.5,YYY,2440.38,0.0163,ETHUSDT.YYY,ETH
45,SELL,00:02.6,YYY,2440.38,0.004,ETHUSDT.YYY,ETH
46,SELL,00:02.7,YYY,2440.38,0.0107,ETHUSDT.YYY,ETH
47,SELL,00:02.7,YYY,2440.38,0.0053,ETHUSDT.YYY,ETH
48,SELL,00:02.8,YYY,2440.38,0.0097,ETHUSDT.YYY,ETH
49,SELL,00:02.9,YYY,2440.38,0.0072,ETHUSDT.YYY,ETH
50,SELL,00:03.0,YYY,2440.38,0.0097,ETHUSDT.YYY,ETH
51,SELL,00:03.2,YYY,2440.38,1.001,ETHUSDT.YYY,ETH
52,BUY,00:03.7,XXX,0.50117,590,XRPUSD.XXX,XRP
53,SELL,00:03.7,XXX,0.50215,2000,XRPUSDT.XXX,XRP
54,SELL,00:03.7,XXX,0.50127,2000,XRPUSD.XXX,XRP
55,SELL,00:03.7,XXX,164.56,0.028,SOLUSD.XXX,SOL
56,SELL,00:03.7,XXX,2440.67,0.3992,ETHUSDT.XXX,ETH
57,BUY,00:03.8,XXX,0.5014,2000,XRPUSD.XXX,XRP
58,BUY,00:03.9,XXX,2435.89,0.9,ETHUSD.XXX,ETH
59,BUY,00:03.9,XXX,2435.89,0.5,ETHUSD.XXX,ETH
60,BUY,00:03.9,XXX,2435.89,1.1999,ETHUSD.XXX,ETH
61,SELL,00:04.1,XXX,0.50131,2000,XRPUSD.XXX,XRP
62,BUY,00:04.2,XXX,2440.42,1.5,ETHUSDT.XXX,ETH
63,BUY,00:04.2,XXX,2440.42,2,ETHUSDT.XXX,ETH
64,BUY,00:04.2,XXX,2440.42,1.4,ETHUSDT.XXX,ETH
65,BUY,00:04.2,XXX,2440.42,1.3,ETHUSDT.XXX,ETH
66,BUY,00:04.2,XXX,2440.42,0.3452,ETHUSDT.XXX,ETH
67,BUY,00:04.2,XXX,2440.42,0.9,ETHUSDT.XXX,ETH
68,BUY,00:04.6,XXX,0.50129,1320,XRPUSD.XXX,XRP
69,BUY,00:04.6,XXX,0.50129,213,XRPUSD.XXX,XRP
70,BUY,00:04.6,XXX,0.50129,22,XRPUSD.XXX,XRP
71,SELL,00:05.0,XXX,164.72,0.599,SOLUSDT.XXX,SOL
72,SELL,00:05.0,XXX,164.72,1.097,SOLUSDT.XXX,SOL
73,SELL,00:05.0,XXX,164.72,0.696,SOLUSDT.XXX,SOL
74,SELL,00:05.0,XXX,164.72,1.607,SOLUSDT.XXX,SOL
75,SELL,00:05.0,XXX,164.72,4.001,SOLUSDT.XXX,SOL
76,SELL,00:05.0,XXX,164.44,1.3,SOLUSD.XXX,SOL
77,SELL,00:05.0,XXX,164.44,0.48,SOLUSD.XXX,SOL
78,SELL,00:05.0,XXX,164.44,0.16,SOLUSD.XXX,SOL
79,SELL,00:05.0,XXX,164.44,0.481,SOLUSD.XXX,SOL
80,BUY,00:05.2,XXX,2440.18,0.4414,ETHUSDT.XXX,ETH
81,BUY,00:05.2,XXX,2440.18,0.1938,ETHUSDT.XXX,ETH
82,BUY,00:05.2,XXX,2440.18,0.5213,ETHUSDT.XXX,ETH
83,BUY,00:05.2,XXX,2440.18,7.9189,ETHUSDT.XXX,ETH
84,BUY,00:05.2,XXX,2440.18,0.2648,ETHUSDT.XXX,ETH
85,BUY,00:05.2,XXX,2435.45,1.2,ETHUSD.XXX,ETH
86,BUY,00:05.2,XXX,2435.45,0.5,ETHUSD.XXX,ETH
87,BUY,00:05.2,XXX,2435.45,1.5,ETHUSD.XXX,ETH
88,BUY,00:05.2,XXX,2440.18,0.6598,ETHUSDT.XXX,ETH
89,BUY,00:05.2,XXX,2435.45,1.1665,ETHUSD.XXX,ETH
90,SELL,00:05.3,XXX,2439.74,1.4999,ETHUSDT.XXX,ETH
91,SELL,00:05.3,XXX,2439.74,1.2999,ETHUSDT.XXX,ETH
92,SELL,00:05.3,XXX,2439.74,1.4003,ETHUSDT.XXX,ETH
93,SELL,00:05.3,XXX,2439.74,0.7999,ETHUSDT.XXX,ETH
94,SELL,00:05.3,XXX,2439.74,0.8001,ETHUSDT.XXX,ETH
95,SELL,00:05.3,XXX,2439.74,1.9999,ETHUSDT.XXX,ETH
96,SELL,00:05.3,XXX,2439.74,0.8999,ETHUSDT.XXX,ETH
97,SELL,00:05.3,XXX,2439.74,1.3002,ETHUSDT.XXX,ETH
98,SELL,00:05.3,XXX,2439.74,1.5002,ETHUSDT.XXX,ETH
99,SELL,00:05.3,XXX,2439.74,1.4002,ETHUSDT.XXX,ETH
100,SELL,00:05.4,XXX,2435.46,0.3313,ETHUSD.XXX,ETH
101,SELL,00:05.5,YYY,66688.01,0.14216,BTCUSDT.YYY,BTC
102,BUY,00:05.6,XXX,0.50214,499,XRPUSDT.XXX,XRP
103,BUY,00:05.6,XXX,0.50214,499,XRPUSDT.XXX,XRP
104,BUY,00:05.6,XXX,0.50214,194,XRPUSDT.XXX,XRP
105,BUY,00:05.6,XXX,0.50214,808,XRPUSDT.XXX,XRP
106,BUY,00:05.6,XXX,0.50121,60,XRPUSD.XXX,XRP
107,BUY,00:05.6,XXX,0.50121,74,XRPUSD.XXX,XRP
108,BUY,00:05.6,XXX,0.50121,441,XRPUSD.XXX,XRP
109,BUY,00:05.6,XXX,0.50121,50,XRPUSD.XXX,XRP
110,SELL,00:05.9,YYY,66688.01,0.00012,BTCUSDT.YYY,BTC
111,BUY,00:06.0,XXX,2439.75,1.3997,ETHUSDT.XXX,ETH
112,BUY,00:06.0,XXX,2439.75,1.2997,ETHUSDT.XXX,ETH
113,BUY,00:06.0,XXX,2439.75,1.4997,ETHUSDT.XXX,ETH
114,BUY,00:06.0,XXX,2439.75,0.8997,ETHUSDT.XXX,ETH
115,BUY,00:06.0,XXX,2439.75,0.7997,ETHUSDT.XXX,ETH
116,SELL,00:06.0,XXX,164.45,0.8,SOLUSD.XXX,SOL
117,SELL,00:06.0,YYY,66688.01,0.00024,BTCUSDT.YYY,BTC
118,SELL,00:06.0,YYY,66688.01,0.25438,BTCUSDT.YYY,BTC
119,SELL,00:06.1,XXX,2435.03,0.7999,ETHUSD.XXX,ETH
120,SELL,00:06.1,XXX,2435.03,1.9999,ETHUSD.XXX,ETH
121,BUY,00:06.1,XXX,164.39,3.25,SOLUSD.XXX,SOL
122,BUY,00:06.1,XXX,164.68,0.5,SOLUSDT.XXX,SOL
123,BUY,00:06.2,XXX,2439.49,1.4,ETHUSDT.XXX,ETH
124,BUY,00:06.2,XXX,2439.49,1.5,ETHUSDT.XXX,ETH
125,BUY,00:06.2,XXX,2439.49,1.3,ETHUSDT.XXX,ETH
126,BUY,00:06.2,XXX,2439.49,2,ETHUSDT.XXX,ETH
127,BUY,00:06.2,XXX,2439.49,1.6763,ETHUSDT.XXX,ETH
128,BUY,00:06.2,XXX,164.67,0.5,SOLUSDT.XXX,SOL
129,SELL,00:06.5,YYY,2439.18,18.5314,ETHUSDT.YYY,ETH
130,SELL,00:06.5,XXX,2439.07,1.9999,ETHUSDT.XXX,ETH
131,SELL,00:06.5,XXX,2439.07,1.3999,ETHUSDT.XXX,ETH
132,SELL,00:06.5,XXX,2439.07,1.4002,ETHUSDT.XXX,ETH
133,SELL,00:06.5,XXX,2439.07,1.4002,ETHUSDT.XXX,ETH
134,SELL,00:06.5,XXX,2439.07,1.4999,ETHUSDT.XXX,ETH
135,SELL,00:06.6,XXX,66680.02,0.5,BTCUSDT.XXX,BTC
136,SELL,00:06.6,XXX,66680.02,0.15365,BTCUSDT.XXX,BTC
137,SELL,00:06.6,XXX,66680.02,0.34635,BTCUSDT.XXX,BTC
138,SELL,00:06.6,XXX,164.71,2,SOLUSDT.XXX,SOL
139,SELL,00:06.6,XXX,164.71,0.6,SOLUSDT.XXX,SOL
140,SELL,00:06.6,XXX,2435.01,1.3002,ETHUSD.XXX,ETH
141,SELL,00:06.6,XXX,2435.01,4.5932,ETHUSD.XXX,ETH
142,SELL,00:06.6,XXX,2439.51,2.0003,ETHUSDT.XXX,ETH
143,SELL,00:06.6,XXX,2435.01,0.1334,ETHUSD.XXX,ETH
144,SELL,00:06.6,XXX,2439.51,1.2999,ETHUSDT.XXX,ETH
145,SELL,00:06.6,XXX,2439.51,0.707,ETHUSDT.XXX,ETH
146,SELL,00:06.6,XXX,2435.01,3.7855,ETHUSD.XXX,ETH
147,SELL,00:06.6,XXX,2435.01,0.1877,ETHUSD.XXX,ETH
148,SELL,00:06.6,XXX,2439.51,0.8999,ETHUSDT.XXX,ETH
149,SELL,00:06.6,XXX,2439.51,0.0929,ETHUSDT.XXX,ETH
150,SELL,00:06.6,XXX,2439.51,5,ETHUSDT.XXX,ETH
151,SELL,00:06.6,XXX,66686.59,0.1978,BTCUSDT.XXX,BTC
152,SELL,00:06.6,XXX,66686.59,0.14241,BTCUSDT.XXX,BTC
153,SELL,00:06.6,XXX,0.50098,2,XRPUSD.XXX,XRP
154,SELL,00:06.6,XXX,0.50098,1498,XRPUSD.XXX,XRP
155,SELL,00:06.6,XXX,0.50098,500,XRPUSD.XXX,XRP
156,BUY,00:06.7,XXX,2440.16,0.1563,ETHUSDT.XXX,ETH
157,BUY,00:06.9,XXX,2440.16,0.5839,ETHUSDT.XXX,ETH
158,BUY,00:06.9,XXX,2440.16,0.4834,ETHUSDT.XXX,ETH
159,BUY,00:06.9,XXX,2440.16,0.0285,ETHUSDT.XXX,ETH
160,BUY,00:06.9,XXX,2440.16,0.2159,ETHUSDT.XXX,ETH
161,BUY,00:06.9,XXX,2440.16,0.3878,ETHUSDT.XXX,ETH
162,BUY,00:06.9,XXX,2440.16,0.048,ETHUSDT.XXX,ETH
163,BUY,00:06.9,XXX,2440.16,0.5991,ETHUSDT.XXX,ETH
164,BUY,00:06.9,XXX,2440.16,0.5604,ETHUSDT.XXX,ETH
165,BUY,00:07.1,XXX,2440.16,0.4707,ETHUSDT.XXX,ETH
166,BUY,00:07.1,XXX,2440.16,1.3,ETHUSDT.XXX,ETH
167,BUY,00:07.1,XXX,2440.16,1.4997,ETHUSDT.XXX,ETH
168,BUY,00:07.2,XXX,2440.16,2,ETHUSDT.XXX,ETH
169,BUY,00:07.2,XXX,2440.16,1.3,ETHUSDT.XXX,ETH
170,BUY,00:07.2,XXX,2440.11,1.3997,ETHUSDT.XXX,ETH
171,BUY,00:07.2,XXX,2440.16,0.3663,ETHUSDT.XXX,ETH
172,BUY,00:07.2,XXX,2440.11,0.9,ETHUSDT.XXX,ETH
173,BUY,00:07.2,XXX,2440.11,1.5,ETHUSDT.XXX,ETH
174,BUY,00:07.2,XXX,2440.11,0.4337,ETHUSDT.XXX,ETH
175,BUY,00:07.2,XXX,2435.58,10,ETHUSD.XXX,ETH
176,BUY,00:07.2,YYY,2439.87,0.9246,ETHUSDT.YYY,ETH
177,BUY,00:07.2,YYY,2439.87,11.5793,ETHUSDT.YYY,ETH
178,BUY,00:07.2,YYY,2439.87,4.4328,ETHUSDT.YYY,ETH
179,BUY,00:07.2,XXX,2439.79,1.9001,ETHUSDT.XXX,ETH
180,BUY,00:07.2,XXX,2439.72,0.8999,ETHUSDT.XXX,ETH
181,BUY,00:07.2,XXX,2439.79,1.5666,ETHUSDT.XXX,ETH
182,BUY,00:07.2,XXX,2439.72,0.8,ETHUSDT.XXX,ETH
183,BUY,00:07.2,XXX,0.50114,2000,XRPUSD.XXX,XRP
184,BUY,00:07.2,XXX,2439.72,1.5,ETHUSDT.XXX,ETH
185,BUY,00:07.2,XXX,2439.72,1.3,ETHUSDT.XXX,ETH
186,BUY,00:07.2,XXX,2439.72,1.4,ETHUSDT.XXX,ETH
187,BUY,00:07.2,XXX,2435.21,4.7877,ETHUSD.XXX,ETH
188,BUY,00:07.2,XXX,2435.21,2.0428,ETHUSD.XXX,ETH
189,BUY,00:07.9,XXX,66691.99,0.10282,BTCUSDT.XXX,BTC
190,BUY,00:07.9,XXX,66691.99,0.39718,BTCUSDT.XXX,BTC
191,BUY,00:08.8,YYY,66683.99,0.0092,BTCUSDT.YYY,BTC
192,BUY,00:08.8,YYY,66683.99,0.00054,BTCUSDT.YYY,BTC
193,BUY,00:08.8,YYY,66683.99,0.00038,BTCUSDT.YYY,BTC
194,BUY,00:08.8,YYY,66683.99,0.0002,BTCUSDT.YYY,BTC
195,BUY,00:08.8,YYY,66683.99,0.00038,BTCUSDT.YYY,BTC
196,BUY,00:08.8,YYY,66683.99,0.00038,BTCUSDT.YYY,BTC
197,BUY,00:08.8,YYY,66683.99,0.00038,BTCUSDT.YYY,BTC
198,BUY,00:08.8,YYY,66683.99,0.0004,BTCUSDT.YYY,BTC
199,BUY,00:08.9,YYY,66683.99,0.00045,BTCUSDT.YYY,BTC
200,BUY,00:08.9,YYY,66683.99,0.00038,BTCUSDT.YYY,BTC
201,BUY,00:09.1,YYY,66683.99,0.0004,BTCUSDT.YYY,BTC
202,BUY,00:09.1,YYY,66683.99,0.0004,BTCUSDT.YYY,BTC
203,BUY,00:09.1,YYY,66683.99,0.01429,BTCUSDT.YYY,BTC
204,BUY,00:09.1,YYY,66683.99,0.00338,BTCUSDT.YYY,BTC
205,SELL,00:09.2,XXX,0.50081,18,XRPUSD.XXX,XRP
206,SELL,00:09.2,XXX,0.50081,11,XRPUSD.XXX,XRP
207,SELL,00:09.2,XXX,0.50081,500,XRPUSD.XXX,XRP
208,SELL,00:09.2,XXX,0.50081,11,XRPUSD.XXX,XRP
209,SELL,00:09.2,XXX,0.50081,47,XRPUSD.XXX,XRP
210,SELL,00:09.2,XXX,0.50081,500,XRPUSD.XXX,XRP
211,SELL,00:09.2,XXX,0.50081,913,XRPUSD.XXX,XRP
212,BUY,00:09.3,YYY,66683.99,0.00075,BTCUSDT.YYY,BTC
213,BUY,00:09.3,YYY,66683.99,0.01073,BTCUSDT.YYY,BTC
214,BUY,00:09.3,YYY,66683.99,0.00374,BTCUSDT.YYY,BTC
215,BUY,00:09.4,YYY,66683.99,0.00553,BTCUSDT.YYY,BTC
216,SELL,00:09.4,XXX,2438.72,10,ETHUSDT.XXX,ETH
217,SELL,00:09.4,XXX,2438.72,1.2999,ETHUSDT.XXX,ETH
218,SELL,00:09.4,XXX,2438.72,0.0595,ETHUSDT.XXX,ETH
219,SELL,00:09.4,XXX,2438.72,0.7999,ETHUSDT.XXX,ETH
220,SELL,00:09.4,XXX,2438.72,1.4999,ETHUSDT.XXX,ETH
221,SELL,00:09.4,XXX,2438.72,0.8404,ETHUSDT.XXX,ETH
222,SELL,00:09.4,XXX,2434.38,3.1658,ETHUSD.XXX,ETH
223,SELL,00:09.4,XXX,2438.72,5.5004,ETHUSDT.XXX,ETH
224,SELL,00:09.4,XXX,2434.38,4.4576,ETHUSD.XXX,ETH
225,SELL,00:09.4,XXX,2434.38,2.3766,ETHUSD.XXX,ETH
226,SELL,00:09.4,YYY,2438.85,12.7304,ETHUSDT.YYY,ETH
227,SELL,00:09.4,XXX,0.50183,2000,XRPUSDT.XXX,XRP
228,SELL,00:09.4,XXX,0.50095,27,XRPUSD.XXX,XRP
229,SELL,00:09.4,XXX,0.50095,155,XRPUSD.XXX,XRP
230,SELL,00:09.4,XXX,0.50188,2000,XRPUSDT.XXX,XRP
231,SELL,00:09.5,XXX,66566.01,0.5,BTCUSD.XXX,BTC
232,SELL,00:09.5,XXX,66682.46,0.21904,BTCUSDT.XXX,BTC
233,SELL,00:09.5,XXX,66566.01,0.5,BTCUSD.XXX,BTC
234,SELL,00:09.5,XXX,66682.46,0.28096,BTCUSDT.XXX,BTC
235,SELL,00:09.5,XXX,2435.01,0.9002,ETHUSD.XXX,ETH
236,SELL,00:09.5,XXX,2435.01,1.5002,ETHUSD.XXX,ETH
237,SELL,00:09.5,XXX,2435.01,2.0003,ETHUSD.XXX,ETH
238,SELL,00:09.5,XXX,2435.01,0.7448,ETHUSD.XXX,ETH
239,SELL,00:09.5,XXX,2435.01,1.0002,ETHUSD.XXX,ETH
240,SELL,00:09.5,XXX,2435.01,0.2,ETHUSD.XXX,ETH
241,SELL,00:09.5,XXX,2435.01,0.5553,ETHUSD.XXX,ETH
242,SELL,00:09.5,XXX,2435.01,0.5001,ETHUSD.XXX,ETH
243,SELL,00:09.7,XXX,2439.72,2.0003,ETHUSDT.XXX,ETH
244,SELL,00:09.7,XXX,2439.72,1.4002,ETHUSDT.XXX,ETH
245,SELL,00:09.7,XXX,66694.79,0.23423,BTCUSDT.XXX,BTC
246,BUY,00:09.9,XXX,2435.37,1.9996,ETHUSD.XXX,ETH
247,BUY,00:09.9,XXX,2439.91,0.1494,ETHUSDT.XXX,ETH
248,BUY,00:09.9,XXX,2435.37,1.2997,ETHUSD.XXX,ETH
249,BUY,00:09.9,XXX,2435.37,0.8997,ETHUSD.XXX,ETH
250,BUY,00:09.9,XXX,2439.91,1.9996,ETHUSDT.XXX,ETH
251,BUY,00:09.9,XXX,2439.91,3.8636,ETHUSDT.XXX,ETH
252,BUY,00:09.9,XXX,2435.37,10,ETHUSD.XXX,ETH
253,BUY,00:09.9,XXX,2435.37,5.801,ETHUSD.XXX,ETH
254,BUY,00:09.9,XXX,2439.91,6.1364,ETHUSDT.XXX,ETH
255,BUY,00:09.9,XXX,2439.9,0.8032,ETHUSDT.XXX,ETH
256,BUY,00:09.9,XXX,2439.9,5.9593,ETHUSDT.XXX,ETH
257,BUY,00:09.9,XXX,2439.9,2.2774,ETHUSDT.XXX,ETH
258,BUY,00:10.0,XXX,0.5011,22,XRPUSD.XXX,XRP
259,BUY,00:10.0,XXX,0.5011,51,XRPUSD.XXX,XRP
260,BUY,00:10.0,XXX,0.5011,12,XRPUSD.XXX,XRP
261,BUY,00:10.0,XXX,0.5011,12,XRPUSD.XXX,XRP
262,BUY,00:10.0,XXX,0.5011,17,XRPUSD.XXX,XRP
263,BUY,00:10.0,XXX,0.5011,92,XRPUSD.XXX,XRP
264,BUY,00:10.0,XXX,0.5011,10,XRPUSD.XXX,XRP
265,BUY,00:10.0,XXX,0.5011,1784,XRPUSD.XXX,XRP
266,SELL,00:10.3,XXX,0.50101,269,XRPUSD.XXX,XRP
267,BUY,00:10.5,XXX,0.50186,2000,XRPUSDT.XXX,XRP
268,BUY,00:10.5,XXX,2434.99,0.4999,ETHUSD.XXX,ETH
269,BUY,00:10.5,XXX,0.50183,2000,XRPUSDT.XXX,XRP
270,BUY,00:10.5,XXX,2434.99,1.4996,ETHUSD.XXX,ETH
271,BUY,00:10.5,XXX,2434.99,1.1997,ETHUSD.XXX,ETH
272,BUY,00:10.5,XXX,2434.99,2,ETHUSD.XXX,ETH
273,BUY,00:10.5,XXX,2434.99,0.9,ETHUSD.XXX,ETH
274,BUY,00:10.5,XXX,2434.99,1.3,ETHUSD.XXX,ETH
275,BUY,00:10.5,XXX,2434.99,2.6008,ETHUSD.XXX,ETH
276,BUY,00:10.5,XXX,66698.68,0.16059,BTCUSDT.XXX,BTC
277,BUY,00:10.5,XXX,66698.68,0.00709,BTCUSDT.XXX,BTC
278,BUY,00:10.5,XXX,66698.68,0.11498,BTCUSDT.XXX,BTC
279,BUY,00:10.6,XXX,66698.68,0.11844,BTCUSDT.XXX,BTC
280,BUY,00:10.6,XXX,66698.68,0.21734,BTCUSDT.XXX,BTC
281,BUY,00:10.6,XXX,66698.67,0.09674,BTCUSDT.XXX,BTC
282,BUY,00:10.7,XXX,66575.37,0.49415,BTCUSD.XXX,BTC
283,BUY,00:10.7,XXX,66575.34,0.01705,BTCUSD.XXX,BTC
284,BUY,00:10.7,XXX,66575.34,0.43655,BTCUSD.XXX,BTC
285,BUY,00:10.7,XXX,66575.34,0.0232,BTCUSD.XXX,BTC
286,BUY,00:10.7,XXX,66575.37,0.00585,BTCUSD.XXX,BTC
287,BUY,00:10.7,XXX,66575.34,0.0232,BTCUSD.XXX,BTC
288,BUY,00:10.7,XXX,66695.6,0.41233,BTCUSDT.XXX,BTC
289,BUY,00:10.7,XXX,66695.6,0.08767,BTCUSDT.XXX,BTC
290,BUY,00:10.7,XXX,66695.59,0.40326,BTCUSDT.XXX,BTC
291,SELL,00:10.8,XXX,2438.96,4.6106,ETHUSDT.XXX,ETH
292,SELL,00:11.3,XXX,2439.11,4.2185,ETHUSDT.XXX,ETH
293,SELL,00:11.3,XXX,2434.63,4.1185,ETHUSD.XXX,ETH
294,SELL,00:11.3,XXX,2439.11,5.2014,ETHUSDT.XXX,ETH
295,SELL,00:11.3,XXX,2439.11,0.5801,ETHUSDT.XXX,ETH
296,SELL,00:11.4,XXX,2434.63,1.9999,ETHUSD.XXX,ETH
297,SELL,00:11.4,XXX,2439.13,1.9999,ETHUSDT.XXX,ETH
298,SELL,00:11.4,XXX,2434.63,3.8816,ETHUSD.XXX,ETH
299,SELL,00:11.4,XXX,2434.77,0.9999,ETHUSD.XXX,ETH
300,BUY,00:11.9,XXX,2434.75,1.9235,ETHUSD.XXX,ETH
301,BUY,00:11.9,XXX,2439.22,0.9,ETHUSDT.XXX,ETH
302,BUY,00:11.9,XXX,2439.22,1.9996,ETHUSDT.XXX,ETH
303,BUY,00:12.0,XXX,2439.22,0.0335,ETHUSDT.XXX,ETH
304,BUY,00:12.0,XXX,2439.22,0.0164,ETHUSDT.XXX,ETH
305,SELL,00:12.0,XXX,2434.61,1.9999,ETHUSD.XXX,ETH
306,SELL,00:12.0,XXX,2439.05,1.2999,ETHUSDT.XXX,ETH
307,SELL,00:12.0,XXX,2434.61,0.0567,ETHUSD.XXX,ETH
308,SELL,00:12.0,XXX,2434.75,0.1012,ETHUSD.XXX,ETH
309,SELL,00:12.0,XXX,2434.61,1.2002,ETHUSD.XXX,ETH
310,SELL,00:12.0,XXX,2434.61,0.9001,ETHUSD.XXX,ETH
311,SELL,00:12.0,XXX,2439.05,3.8694,ETHUSDT.XXX,ETH
312,SELL,00:12.0,XXX,2439.05,1.2999,ETHUSDT.XXX,ETH
313,SELL,00:12.0,XXX,2439.05,2.2688,ETHUSDT.XXX,ETH
314,SELL,00:12.0,XXX,2434.61,3.0007,ETHUSD.XXX,ETH
315,SELL,00:12.0,XXX,2434.61,0.8421,ETHUSD.XXX,ETH
316,SELL,00:12.0,XXX,2434.61,1.5002,ETHUSD.XXX,ETH
317,SELL,00:12.0,XXX,2434.61,0.5001,ETHUSD.XXX,ETH
318,SELL,00:12.0,XXX,2434.75,1.2002,ETHUSD.XXX,ETH
319,SELL,00:12.0,XXX,2439.27,1.5002,ETHUSDT.XXX,ETH
320,SELL,00:12.0,XXX,2434.75,1.3002,ETHUSD.XXX,ETH
321,SELL,00:12.0,XXX,66564.01,0.5,BTCUSD.XXX,BTC
322,SELL,00:12.0,YYY,2439.12,3.9251,ETHUSDT.YYY,ETH
323,BUY,00:12.7,YYY,2439.41,0.1767,ETHUSDT.YYY,ETH
324,SELL,00:12.7,XXX,66568.39,0.04056,BTCUSD.XXX,BTC
325,BUY,00:12.8,XXX,2434.99,1.9997,ETHUSD.XXX,ETH
326,BUY,00:12.8,XXX,2434.99,5.5554,ETHUSD.XXX,ETH
327,BUY,00:12.8,XXX,164.68,0.5,SOLUSDT.XXX,SOL
328,BUY,00:12.8,XXX,2434.99,2.4449,ETHUSD.XXX,ETH
329,BUY,00:12.8,XXX,2439.5,2,ETHUSDT.XXX,ETH
330,BUY,00:12.8,XXX,2439.5,5.7359,ETHUSDT.XXX,ETH
331,BUY,00:12.8,XXX,2439.5,2.2641,ETHUSDT.XXX,ETH
332,BUY,00:12.8,XXX,0.50084,12,XRPUSD.XXX,XRP
333,BUY,00:12.8,XXX,164.68,0.24,SOLUSDT.XXX,SOL
334,BUY,00:12.8,XXX,164.68,0.26,SOLUSDT.XXX,SOL
335,BUY,00:12.8,XXX,2434.85,2,ETHUSD.XXX,ETH
336,BUY,00:12.8,XXX,2434.85,0.0441,ETHUSD.XXX,ETH
337,BUY,00:13.0,XXX,164.68,0.5,SOLUSDT.XXX,SOL
338,BUY,00:13.0,XXX,164.68,0.599,SOLUSDT.XXX,SOL
339,BUY,00:13.0,XXX,164.68,1.999,SOLUSDT.XXX,SOL
340,BUY,00:13.0,XXX,164.68,3.902,SOLUSDT.XXX,SOL
